time,TRX open,TRX high,TRX low,TRX close,TRX volume,TRX daily_return,fast_close,slow_close,crossover_long,crossover_short,crossover_signal,fast_vol,slow_vol,vol_trend_long,vol_trend_short,vol_trend_signal,bollinger_mid_band,bollinger_std,bollinger_upper_band,bollinger_lower_band,bollinger_long,bollinger_short,bollinger_signal
2019-03-31 00:00:00+00:00,0.023,0.024,0.023,0.024,268916.23808552,0.04347826086956519,0.046151535364486004,0.04076010690853677,1.0,0.0,1.0,0.046151535364486004,0.04076010690853677,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-04-01 00:00:00+00:00,0.024,0.025,0.023,0.025,1694431.1536156998,0.04166666666666674,0.03583843363718369,0.039979100073699016,1.0,0.0,1.0,0.03583843363718369,0.039979100073699016,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-04-02 00:00:00+00:00,0.025,0.027999999999999997,0.025,0.027000000000000003,13961479.26999139,0.07999999999999985,0.03995170386746001,0.044032149792365124,1.0,0.0,1.0,0.03995170386746001,0.044032149792365124,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-04-03 00:00:00+00:00,0.027999999999999997,0.03,0.024,0.026000000000000002,10157843.94472647,-0.03703703703703709,0.06292731651388839,0.04513677806327064,1.0,0.0,1.0,0.06292731651388839,0.04513677806327064,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-04-04 00:00:00+00:00,0.027000000000000003,0.027000000000000003,0.024,0.025,1462544.03647532,-0.038461538461538325,0.0531032979561261,0.04554571698088018,1.0,0.0,1.0,0.0531032979561261,0.04554571698088018,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-04-05 00:00:00+00:00,0.026000000000000002,0.027999999999999997,0.026000000000000002,0.027999999999999997,2210430.26536085,0.11999999999999987,0.09068508785811136,0.055626452910289954,1.0,0.0,1.0,0.09068508785811136,0.055626452910289954,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-04-06 00:00:00+00:00,0.027999999999999997,0.027999999999999997,0.026000000000000002,0.027000000000000003,2001320.1773659,-0.0357142857142857,0.08388581443752584,0.05529188913094902,1.0,0.0,1.0,0.08388581443752584,0.05529188913094902,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-04-07 00:00:00+00:00,0.027000000000000003,0.03,0.027000000000000003,0.028999999999999998,4054291.86222891,0.07407407407407418,0.07164937941701291,0.05567744267762241,1.0,0.0,1.0,0.07164937941701291,0.05567744267762241,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-04-08 00:00:00+00:00,0.027999999999999997,0.032,0.027000000000000003,0.03,7355762.12467544,0.0344827586206895,0.050833324974406215,0.05320370412548507,1.0,0.0,1.0,0.050833324974406215,0.05320370412548507,0.0,-1.0,-1.0,0.024700000000000007,0.002364206776957237,0.027064206776957242,0.02233579322304277,1.0,0.0,1.0
2019-04-09 00:00:00+00:00,0.031,0.032,0.028999999999999998,0.03,1943991.23950689,0.0,0.04277662960968098,0.05105748919546383,1.0,0.0,1.0,0.04277662960968098,0.05105748919546383,0.0,-1.0,-1.0,0.025050000000000006,0.002605156829302827,0.027655156829302835,0.022444843170697178,1.0,0.0,1.0
2019-04-10 00:00:00+00:00,0.03,0.031,0.027999999999999997,0.031,2692056.48632398,0.03333333333333344,0.0315064471513048,0.04891791463043123,1.0,0.0,1.0,0.0315064471513048,0.04891791463043123,0.0,-1.0,-1.0,0.025500000000000005,0.0028191077349141217,0.028319107734914126,0.022680892265085885,1.0,0.0,1.0
2019-04-11 00:00:00+00:00,0.03,0.031,0.025,0.027000000000000003,5042515.43297437,-0.12903225806451613,0.09759656492033929,0.06335487297249957,1.0,0.0,1.0,0.09759656492033929,0.06335487297249957,1.0,0.0,1.0,0.025700000000000008,0.002773938867766422,0.02847393886776643,0.022926061132233586,1.0,-1.0,0.0
2019-04-12 00:00:00+00:00,0.026000000000000002,0.027000000000000003,0.026000000000000002,0.027000000000000003,635206.543723,0.0,0.07586281396674995,0.06061524045656425,1.0,0.0,1.0,0.07586281396674995,0.06061524045656425,1.0,0.0,1.0,0.025850000000000005,0.002758241239783443,0.02860824123978345,0.02309175876021656,1.0,-1.0,0.0
2019-04-13 00:00:00+00:00,0.027000000000000003,0.027000000000000003,0.025,0.027000000000000003,634183.82803957,0.0,0.055908305184140715,0.058040576479755954,1.0,0.0,1.0,0.055908305184140715,0.058040576479755954,0.0,-1.0,-1.0,0.026050000000000007,0.0026847522673129646,0.028734752267312973,0.02336524773268704,1.0,-1.0,0.0
2019-04-14 00:00:00+00:00,0.026000000000000002,0.027999999999999997,0.025,0.027000000000000003,574051.05913517,0.0,0.04031014893191204,0.0556154084159386,1.0,0.0,1.0,0.04031014893191204,0.0556154084159386,0.0,-1.0,-1.0,0.026250000000000006,0.002593006789525688,0.028843006789525692,0.02365699321047432,1.0,-1.0,0.0
2019-04-15 00:00:00+00:00,0.027999999999999997,0.027999999999999997,0.025,0.027000000000000003,1857817.37757195,0.0,0.028774359324480286,0.053326340089098985,1.0,0.0,1.0,0.028774359324480286,0.053326340089098985,0.0,-1.0,-1.0,0.026500000000000006,0.0023951705795753173,0.028895170579575323,0.02410482942042469,1.0,-1.0,0.0
2019-04-16 00:00:00+00:00,0.027000000000000003,0.027000000000000003,0.025,0.027000000000000003,3207987.76997507,0.0,0.020441607135365143,0.05116169992404612,1.0,0.0,1.0,0.020441607135365143,0.05116169992404612,0.0,-1.0,-1.0,0.02670000000000001,0.0022501461940809195,0.028950146194080928,0.02444985380591909,1.0,-1.0,0.0
2019-04-17 00:00:00+00:00,0.027000000000000003,0.027000000000000003,0.026000000000000002,0.027000000000000003,1156054.99010003,0.0,0.014487891749946575,0.04911125952042707,1.0,0.0,1.0,0.014487891749946575,0.04911125952042707,0.0,-1.0,-1.0,0.026900000000000007,0.0020749128072993193,0.028974912807299327,0.024825087192700688,1.0,-1.0,0.0
2019-04-18 00:00:00+00:00,0.027000000000000003,0.027000000000000003,0.026000000000000002,0.027000000000000003,621039.79108568,0.0,0.010256307460776933,0.04716600655283302,1.0,0.0,1.0,0.010256307460776933,0.04716600655283302,0.0,-1.0,-1.0,0.027050000000000008,0.0019594574974238495,0.029009457497423858,0.025090542502576158,1.0,-1.0,0.0
2019-04-19 00:00:00+00:00,0.027000000000000003,0.027000000000000003,0.026000000000000002,0.027000000000000003,330936.41390755,0.0,0.0072564802850426284,0.0453179600076801,1.0,0.0,1.0,0.0072564802850426284,0.0453179600076801,0.0,-1.0,-1.0,0.027250000000000007,0.0017129537431920916,0.028962953743192098,0.025537046256807916,1.0,-1.0,0.0
2019-04-20 00:00:00+00:00,0.026000000000000002,0.027000000000000003,0.026000000000000002,0.026000000000000002,538892.19403751,-0.03703703703703709,0.02313361461009344,0.04491531369430975,0.0,-1.0,-1.0,0.02313361461009344,0.04491531369430975,0.0,-1.0,-1.0,0.027350000000000006,0.001565247584249856,0.028915247584249862,0.02578475241575015,1.0,-1.0,0.0
2019-04-21 00:00:00+00:00,0.026000000000000002,0.026000000000000002,0.024,0.025,1869118.82113948,-0.038461538461538325,0.020377177594780548,0.04443735112017194,0.0,-1.0,-1.0,0.020377177594780548,0.04443735112017194,0.0,-1.0,-1.0,0.027350000000000006,0.001565247584249856,0.028915247584249862,0.02578475241575015,0.0,-1.0,-1.0
2019-04-22 00:00:00+00:00,0.025,0.026000000000000002,0.025,0.025,426019.41713566,0.0,0.022651045161761193,0.04274012856681367,0.0,-1.0,-1.0,0.022651045161761193,0.04274012856681367,0.0,-1.0,-1.0,0.027250000000000007,0.001650358812660545,0.02890035881266055,0.025599641187339463,0.0,-1.0,-1.0
2019-04-23 00:00:00+00:00,0.025,0.026000000000000002,0.024,0.025,413258.94164382,0.0,0.018245512168995174,0.04112088016161714,0.0,-1.0,-1.0,0.018245512168995174,0.04112088016161714,0.0,-1.0,-1.0,0.02720000000000001,0.0017044832524535827,0.02890448325245359,0.025495516747546427,0.0,-1.0,-1.0
2019-04-24 00:00:00+00:00,0.024,0.025,0.023,0.024,6596071.62142955,-0.040000000000000036,0.02390582079599864,0.04084010955085521,0.0,-1.0,-1.0,0.02390582079599864,0.04084010955085521,0.0,-1.0,-1.0,0.027150000000000007,0.0017851728502481668,0.028935172850248173,0.025364827149751842,0.0,-1.0,-1.0
2019-04-25 00:00:00+00:00,0.023,0.026000000000000002,0.022000000000000002,0.022000000000000002,5015047.4889615,-0.08333333333333337,0.0403140877978306,0.04449375562039427,0.0,-1.0,-1.0,0.0403140877978306,0.04449375562039427,0.0,-1.0,-1.0,0.026850000000000006,0.0021095023109728986,0.028959502310972905,0.024740497689027106,0.0,-1.0,-1.0
2019-04-26 00:00:00+00:00,0.022000000000000002,0.024,0.022000000000000002,0.023,4111818.61318499,0.04545454545454541,0.0669397932568755,0.045337582824088084,0.0,-1.0,-1.0,0.0669397932568755,0.045337582824088084,1.0,0.0,1.0,0.026650000000000007,0.002277463963548744,0.02892746396354875,0.024372536036451262,0.0,-1.0,-1.0
2019-04-27 00:00:00+00:00,0.024,0.024,0.022000000000000002,0.023,911475.76171871,0.0,0.04739685426782315,0.04369604225455357,0.0,-1.0,-1.0,0.04739685426782315,0.04369604225455357,1.0,0.0,1.0,0.026350000000000005,0.002345768867332705,0.02869576886733271,0.0240042311326673,0.0,-1.0,-1.0
2019-04-28 00:00:00+00:00,0.023,0.024,0.022000000000000002,0.022000000000000002,49679.87818205,-0.0434782608695653,0.04205270707945603,0.04322880126916317,0.0,-1.0,-1.0,0.04205270707945603,0.04322880126916317,0.0,-1.0,-1.0,0.025950000000000008,0.00237254027751291,0.02832254027751292,0.023577459722487096,0.0,-1.0,-1.0
2019-04-29 00:00:00+00:00,0.022000000000000002,0.023,0.021,0.022000000000000002,232763.96910693,0.0,0.032834537316144025,0.04171187001502221,0.0,-1.0,-1.0,0.032834537316144025,0.04171187001502221,0.0,-1.0,-1.0,0.025550000000000007,0.00232775021267995,0.027877750212679957,0.023222249787320057,0.0,-1.0,-1.0
2019-04-30 00:00:00+00:00,0.021,0.024,0.021,0.024,2027195.97656755,0.09090909090909104,0.06679730547883309,0.04785015688322477,0.0,-1.0,-1.0,0.06679730547883309,0.04785015688322477,1.0,0.0,1.0,0.025200000000000007,0.0019628121608924617,0.027162812160892467,0.023237187839107547,1.0,-1.0,0.0
2019-05-01 00:00:00+00:00,0.024,0.024,0.022000000000000002,0.023,3844076.02967883,-0.04166666666666674,0.0686870248089705,0.04732422683258072,0.0,-1.0,-1.0,0.0686870248089705,0.04732422683258072,1.0,0.0,1.0,0.025000000000000005,0.001973508764131851,0.026973508764131855,0.023026491235868154,0.0,-1.0,-1.0
2019-05-02 00:00:00+00:00,0.023,0.024,0.022000000000000002,0.022000000000000002,183284.18632514,-0.0434782608695653,0.05511125095346446,0.04677077170873746,0.0,-1.0,-1.0,0.05511125095346446,0.04677077170873746,1.0,0.0,1.0,0.024750000000000005,0.002022895267471317,0.02677289526747132,0.02272710473252869,0.0,-1.0,-1.0
2019-05-03 00:00:00+00:00,0.022000000000000002,0.024,0.022000000000000002,0.023,5360119.32682994,0.04545454545454541,0.056883457288074805,0.047098585510975954,0.0,-1.0,-1.0,0.056883457288074805,0.047098585510975954,1.0,0.0,1.0,0.024550000000000006,0.001986136159004517,0.026536136159004523,0.02256386384099549,1.0,-1.0,0.0
2019-05-04 00:00:00+00:00,0.0235,0.024,0.02201,0.023,6203852.78947219,0.0,0.0408473172679552,0.04542001702304059,0.0,-1.0,-1.0,0.0408473172679552,0.04542001702304059,0.0,-1.0,-1.0,0.024350000000000004,0.0019269556026895872,0.02627695560268959,0.022423044397310417,1.0,-1.0,0.0
2019-05-05 00:00:00+00:00,0.023,0.023880000000000002,0.022609999999999998,0.023,5444720.04522082,0.0,0.02910174448140889,0.043806270425645305,0.0,-1.0,-1.0,0.02910174448140889,0.043806270425645305,0.0,-1.0,-1.0,0.024150000000000005,0.0018431951662948166,0.025993195166294822,0.022306804833705188,1.0,-1.0,0.0
2019-05-06 00:00:00+00:00,0.023,0.02395,0.022000000000000002,0.02364,8967835.75953313,0.02782608695652189,0.025619340906327843,0.042982569119739605,0.0,-1.0,-1.0,0.025619340906327843,0.042982569119739605,0.0,-1.0,-1.0,0.023982000000000003,0.0017186763572739846,0.025700676357273987,0.02226332364272602,1.0,-1.0,0.0
2019-05-07 00:00:00+00:00,0.02375,0.0242,0.0233,0.02339,4623667.14463476,-0.010575296108291,0.024094075695006063,0.04154032866316433,0.0,-1.0,-1.0,0.024094075695006063,0.04154032866316433,0.0,-1.0,-1.0,0.023801500000000003,0.0015679966266075218,0.025369496626607525,0.022233503373392482,1.0,-1.0,0.0
2019-05-08 00:00:00+00:00,0.023190000000000002,0.024990000000000002,0.02302,0.024069999999999998,6532019.18086522,0.02907225309961525,0.023603759042443048,0.040831771877121115,0.0,-1.0,-1.0,0.023603759042443048,0.040831771877121115,0.0,-1.0,-1.0,0.023655000000000002,0.0013789030728120306,0.025033903072812034,0.02227609692718797,1.0,-1.0,0.0
2019-05-09 00:00:00+00:00,0.02423,0.0243,0.02274,0.023280000000000002,2625208.37504662,-0.03282093892812643,0.034097673720607784,0.040342860903890505,0.0,-1.0,-1.0,0.034097673720607784,0.040342860903890505,0.0,-1.0,-1.0,0.023469000000000004,0.001132899865505812,0.024601899865505816,0.02233610013449419,1.0,-1.0,0.0
2019-05-10 00:00:00+00:00,0.023,0.024,0.022359999999999998,0.02343,4393982.02340205,0.006443298969072142,0.02579832419214571,0.03897695647117298,0.0,-1.0,-1.0,0.02579832419214571,0.03897695647117298,0.0,-1.0,-1.0,0.023340500000000004,0.0009638490545723048,0.024304349054572308,0.0223766509454277,1.0,-1.0,0.0
2019-05-11 00:00:00+00:00,0.023780000000000003,0.02678,0.02326,0.02519,9149718.61346792,0.07511737089201875,0.05008329520698157,0.04241513888781863,1.0,0.0,1.0,0.05008329520698157,0.04241513888781863,1.0,0.0,1.0,0.023350000000000003,0.0009818350166906483,0.024331835016690652,0.022368164983309353,1.0,0.0,1.0
2019-05-12 00:00:00+00:00,0.02545,0.025869999999999997,0.023030000000000002,0.0238,9357789.42477828,-0.05518062723302897,0.06665558904670449,0.043707033392503626,0.0,-1.0,-1.0,0.06665558904670449,0.043707033392503626,1.0,0.0,1.0,0.023289999999999998,0.0009097136622961897,0.024199713662296188,0.02238028633770381,1.0,-1.0,0.0
2019-05-13 00:00:00+00:00,0.023780000000000003,0.025869999999999997,0.023780000000000003,0.024659999999999998,9988309.21605774,0.0361344537815127,0.05466162994381222,0.043179911792089354,1.0,0.0,1.0,0.05466162994381222,0.043179911792089354,1.0,0.0,1.0,0.023273,0.0008787257520798767,0.024151725752079876,0.02239427424792012,1.0,0.0,1.0
2019-05-14 00:00:00+00:00,0.02451,0.02783,0.02451,0.027460000000000002,11580564.88621895,0.11354420113544195,0.07242221120904013,0.05049671273251895,1.0,0.0,1.0,0.07242221120904013,0.05049671273251895,1.0,0.0,1.0,0.023445999999999998,0.0012788745051802099,0.024724874505180208,0.02216712549481979,1.0,0.0,1.0
2019-05-15 00:00:00+00:00,0.0275,0.03153,0.02732,0.03129,15281827.59225579,0.13947560087399855,0.06917348366939965,0.05897726647458363,1.0,0.0,1.0,0.06917348366939965,0.05897726647458363,1.0,0.0,1.0,0.023910499999999994,0.0021299505183281255,0.02604045051832812,0.02178054948167187,1.0,0.0,1.0
2019-05-16 00:00:00+00:00,0.03112,0.03316,0.02702,0.028439999999999997,17220088.12037033,-0.09108341323106416,0.12767755830632538,0.06357626402446467,1.0,0.0,1.0,0.12767755830632538,0.06357626402446467,1.0,0.0,1.0,0.024182499999999996,0.002344139108051115,0.02652663910805111,0.02183836089194888,1.0,0.0,1.0
2019-05-17 00:00:00+00:00,0.02865,0.028999999999999998,0.02375,0.027180000000000003,21005031.58987174,-0.04430379746835445,0.09523755683818956,0.06302289211149031,1.0,0.0,1.0,0.09523755683818956,0.06302289211149031,1.0,0.0,1.0,0.024391499999999993,0.0024183275538881576,0.026809827553888152,0.021973172446111834,1.0,0.0,1.0
2019-05-18 00:00:00+00:00,0.027000000000000003,0.027880000000000002,0.02623,0.026619999999999998,5135939.28132949,-0.020603384841795358,0.0673462343624817,0.06127052096623016,1.0,0.0,1.0,0.0673462343624817,0.06127052096623016,1.0,0.0,1.0,0.02462249999999999,0.00239843781394648,0.02702093781394647,0.022224062186053512,1.0,-1.0,0.0
2019-05-19 00:00:00+00:00,0.02661,0.028860000000000004,0.02661,0.0284,7635877.61443278,0.06686701728024036,0.07143062978302649,0.06118175346205536,1.0,0.0,1.0,0.07143062978302649,0.06118175346205536,1.0,0.0,1.0,0.02494249999999999,0.0024563727537291876,0.027398872753729177,0.0224861272462708,1.0,0.0,1.0
2019-05-20 00:00:00+00:00,0.02829,0.0285,0.026489999999999996,0.027939999999999996,11579954.41032425,-0.016197183098591642,0.05602703644716047,0.05944436764356762,1.0,0.0,1.0,0.05602703644716047,0.05944436764356762,0.0,-1.0,-1.0,0.025139499999999988,0.002533585923464784,0.027673085923464773,0.022605914076535203,1.0,0.0,1.0
2019-05-21 00:00:00+00:00,0.028069999999999998,0.0298,0.027510000000000003,0.0285,7349842.24028227,0.02004294917680749,0.04087676448449987,0.057468845334855946,1.0,0.0,1.0,0.04087676448449987,0.057468845334855946,0.0,-1.0,-1.0,0.025414499999999986,0.0025870639220634,0.028001563922063384,0.022827436077936587,1.0,0.0,1.0
2019-05-22 00:00:00+00:00,0.028319999999999998,0.028999999999999998,0.026080000000000002,0.026489999999999996,4501519.46832114,-0.07052631578947377,0.05812377418001561,0.059104046567796914,1.0,0.0,1.0,0.05812377418001561,0.059104046567796914,0.0,-1.0,-1.0,0.025638999999999985,0.0024672057495325104,0.028106205749532494,0.023171794250467476,1.0,-1.0,0.0
2019-05-23 00:00:00+00:00,0.026489999999999996,0.027339999999999996,0.025730000000000003,0.027260000000000003,4127006.99000468,0.029067572668931563,0.05448878960239262,0.05743466759945437,1.0,0.0,1.0,0.05448878960239262,0.05743466759945437,0.0,-1.0,-1.0,0.02585199999999998,0.0024106225446202775,0.028262622544620256,0.023441377455379702,1.0,-1.0,0.0
2019-05-24 00:00:00+00:00,0.02707,0.02833,0.027000000000000003,0.02754,4385153.51791487,0.010271460014673384,0.039053591105100115,0.05546865585572841,1.0,0.0,1.0,0.039053591105100115,0.05546865585572841,0.0,-1.0,-1.0,0.02607899999999998,0.0023406676960127984,0.028419667696012778,0.023738332303987184,1.0,-1.0,0.0
2019-05-25 00:00:00+00:00,0.027999999999999997,0.02893,0.0275,0.02752,5946085.12487326,-0.000726216412490932,0.02784180441341873,0.05358278509913856,1.0,0.0,1.0,0.02784180441341873,0.05358278509913856,0.0,-1.0,-1.0,0.026304999999999978,0.002243945069221655,0.028548945069221635,0.02406105493077832,1.0,-1.0,0.0
2019-05-26 00:00:00+00:00,0.027360000000000002,0.032,0.027039999999999998,0.03126,17599369.26734019,0.13590116279069786,0.08422694832987815,0.061582490873547766,1.0,0.0,1.0,0.08422694832987815,0.061582490873547766,1.0,0.0,1.0,0.026685999999999977,0.0024085055423163125,0.02909450554231629,0.024277494457683665,1.0,0.0,1.0
2019-05-27 00:00:00+00:00,0.03149,0.036860000000000004,0.03096,0.03524,20801910.0225668,0.12731925783749198,0.06943326605664968,0.06613164880254563,1.0,0.0,1.0,0.06943326605664968,0.06613164880254563,1.0,0.0,1.0,0.027278499999999976,0.002951389102029574,0.03022988910202955,0.024327110897970402,1.0,0.0,1.0
2019-05-28 00:00:00+00:00,0.03481,0.037000000000000005,0.03279,0.034789999999999995,14639278.94591012,-0.012769580022701454,0.08382383302426498,0.06446382117319227,1.0,0.0,1.0,0.08382383302426498,0.06446382117319227,1.0,0.0,1.0,0.027814499999999975,0.003291819965339921,0.031106319965339895,0.024522680034660054,1.0,0.0,1.0
2019-05-29 00:00:00+00:00,0.03476,0.03499,0.032,0.033819999999999996,5398628.09746431,-0.02788157516527734,0.07335924481699195,0.06340991839994788,1.0,0.0,1.0,0.07335924481699195,0.06340991839994788,1.0,0.0,1.0,0.028341499999999974,0.003370422861178979,0.03171192286117895,0.024971077138820994,1.0,0.0,1.0
2019-05-30 00:00:00+00:00,0.03374,0.03596,0.02957,0.03125,15874029.89833809,-0.07599053814311063,0.07279579662362766,0.06560294866683826,1.0,0.0,1.0,0.07279579662362766,0.06560294866683826,1.0,0.0,1.0,0.028732499999999977,0.0032209362401571843,0.03195343624015716,0.025511563759842794,1.0,-1.0,0.0
2019-05-31 00:00:00+00:00,0.031219999999999998,0.033,0.030189999999999998,0.033,10885187.38158097,0.05600000000000005,0.07554270911329365,0.06443098506700227,1.0,0.0,1.0,0.07554270911329365,0.06443098506700227,1.0,0.0,1.0,0.029122999999999975,0.003242210259748906,0.03236521025974888,0.02588078974025107,1.0,0.0,1.0
2019-06-01 00:00:00+00:00,0.033,0.0391,0.03252,0.03775,17497357.61988103,0.1439393939393938,0.097442967636421,0.07061590031055916,1.0,0.0,1.0,0.097442967636421,0.07061590031055916,1.0,0.0,1.0,0.029820499999999972,0.00352500313549693,0.033345503135496904,0.02629549686450304,1.0,0.0,1.0
2019-06-02 00:00:00+00:00,0.03743,0.040999999999999995,0.037000000000000005,0.0383,15555561.57459217,0.014569536423841178,0.07891649058453835,0.06822057688412773,1.0,0.0,1.0,0.07891649058453835,0.06822057688412773,1.0,0.0,1.0,0.03050249999999997,0.0037840105082195315,0.0342865105082195,0.02671848949178044,1.0,0.0,1.0
2019-06-03 00:00:00+00:00,0.0383,0.03977,0.03311,0.034,19230933.234281197,-0.1122715404699739,0.11182862519067148,0.07418755483828793,1.0,0.0,1.0,0.11182862519067148,0.07418755483828793,1.0,0.0,1.0,0.03082949999999997,0.003789827763063154,0.034619327763063125,0.027039672236936818,1.0,-1.0,0.0
2019-06-04 00:00:00+00:00,0.0335,0.036000000000000004,0.03115,0.035519999999999996,13282526.47990727,0.04470588235294115,0.09233391191265748,0.07211798411737083,1.0,0.0,1.0,0.09233391191265748,0.07211798411737083,1.0,0.0,1.0,0.031040999999999968,0.003932236406664126,0.034973236406664096,0.02710876359333584,1.0,0.0,1.0
2019-06-05 00:00:00+00:00,0.035,0.0359,0.0326,0.03395,6101685.82982982,-0.04420045045045051,0.07210809019554493,0.07124392270146036,1.0,0.0,1.0,0.07210809019554493,0.07124392270146036,1.0,0.0,1.0,0.03131649999999997,0.003933434651534814,0.03524993465153478,0.027383065348465154,1.0,-1.0,0.0
2019-06-06 00:00:00+00:00,0.034,0.0342,0.0308,0.03255,3479021.13784016,-0.04123711340206182,0.05274220086563474,0.07006486915872326,1.0,0.0,1.0,0.05274220086563474,0.07006486915872326,0.0,-1.0,-1.0,0.03158499999999997,0.0038177928316323337,0.0354027928316323,0.027767207168367634,1.0,-1.0,0.0
2019-06-07 00:00:00+00:00,0.03299,0.034460000000000005,0.03244,0.033760000000000005,5280062.87339437,0.037173579109062826,0.05562602203578657,0.06809894333585498,1.0,0.0,1.0,0.05562602203578657,0.06809894333585498,0.0,-1.0,-1.0,0.03194199999999997,0.003659635587265354,0.035601635587265326,0.028282364412734615,1.0,-1.0,0.0
2019-06-08 00:00:00+00:00,0.03355,0.03394,0.03177,0.0321,3219105.43034416,-0.04917061611374418,0.0508573022726726,0.06742939379758824,1.0,0.0,1.0,0.0508573022726726,0.06742939379758824,0.0,-1.0,-1.0,0.032126999999999975,0.00356341365015421,0.035690413650154185,0.028563586349845765,1.0,-1.0,0.0
2019-06-09 00:00:00+00:00,0.032139999999999995,0.03242,0.029039999999999996,0.0298,5073470.54466174,-0.07165109034267902,0.04675889200930254,0.06800839394168444,1.0,0.0,1.0,0.04675889200930254,0.06800839394168444,0.0,-1.0,-1.0,0.03221999999999998,0.003471473219800142,0.03569147321980012,0.028748526780199835,1.0,-1.0,0.0
2019-06-10 00:00:00+00:00,0.02982,0.03197,0.02914,0.03171,4134255.53290847,0.06409395973154375,0.07577732895362031,0.06767907278364184,1.0,0.0,1.0,0.07577732895362031,0.06767907278364184,1.0,0.0,1.0,0.03238049999999998,0.003362939621036473,0.03574343962103645,0.029017560378963504,1.0,-1.0,0.0
2019-06-11 00:00:00+00:00,0.03162,0.03162,0.030039999999999997,0.0312,3988158.19920944,-0.01608325449385062,0.055644379335945175,0.065573241407882,1.0,0.0,1.0,0.055644379335945175,0.065573241407882,0.0,-1.0,-1.0,0.03261599999999998,0.003081902010122985,0.03569790201012296,0.029534097989876995,1.0,-1.0,0.0
